blue,75.7218,2.22336,244.038,2.06727
cyan,34.504,1.81637,199.171,1.88302
grey,221.795,68.089,215.143,68.931
green,238.009,1.41402,185.357,2.41911
black,1.29155,2.18358,245.018,29.7205
red,253.104,1.34407,25.7299,1.53412
yellow,226.014,1.68594,226.242,2.22049
magenta,13.3082,1.00972,27.5604,1.19412
white,234.577,52.9908,232.219,42.5873
