blue,59.1359,11.0424,228.075,9.42336
cyan,30.4288,33.5221,190.316,11.7017
grey,111.413,116.1,121.324,109.425
green,234.651,6.13725,166.943,4.11933
black,246.45,2.18727,234.162,2.97238
red,243.465,5.03655,43.404,62.3119
yellow,226.263,7.42884,222.048,13.1168
magenta,32.2192,64.0512,42.003,56.4658
white,242.392,20.784,234.406,15.8381
