blue,62.7204,1.72382,232.048,2.37926
cyan,26.5531,3.0025,192.835,3.07316
grey,79.2189,101.922,77.0824,92.7178
green,236.14,2.28363,166.685,3.30749
black,247.015,0.782885,235.239,0.844289
red,244.989,1.60694,26.4937,3.52241
yellow,227.627,2.2532,227.163,2.76083
magenta,13.7684,3.43011,28.1264,3.31834
white,245.928,2.65212,238.634,3.41292
